question,answer,url,language,source,section,wrong_answer
كم يبلغ عدد البلدان الموبوءة بالملاريا التي بلّغت عن حالات الإصابة بمرض كوفيد-19؟,أبلغت البلدان التي تتوطنها الملاريا في جميع أقاليم المنظمة عن حالات إصابة بمرض كوفيد-19. وفي إقليم المنظمة الأفريقي الذي يتحمّل أكثر من 90% من عبء الملاريا العالمي، أبلغ 37 بلداً عن حالات إصابة بمرض كوفيد-19 حتى 25 آذار/ مارس، منها 10 بلدان أفادت بانتقال مجتمعي للعدوى على المستوى المحلي. وتتاح آخر تقارير الحالة عن جائحة كوفيد-19 على الموقع الإلكتروني للمنظمة.,https://www.who.int/ar/news-room/q-a-detail/malaria-and-the-covid-19-pandemic,arabic,WHO,Malaria and the COVID-19 pandemic,تتمثل الأعراض الأكثر شيوعاً لمرض كوفيد-19 في الحمى والإرهاق والسعال الجاف. وقد يعاني بعض المرضى من الآلام والأوجاع، أو احتقان الأنف، أو الرشح، أو ألم الحلق، أو الإسهال. وعادة ما تكون هذه الأعراض خفيفة وتبدأ تدريجياً. ويصاب بعض الناس بالعدوى دون أن تظهرعليهم أي أعراض ودون أن يشعروا بالمرض. ويتعافى معظم الأشخاص (نحو 80%) من المرض دون الحاجة إلى علاج خاص. وتشتد حدة المرض لدى شخص واحد تقريباً من كل 6 أشخاص يصابون بعدوى كوفيد-19 حيث يعانون من صعوبة التنفس. وتزداد احتمالات إصابة المسنين والأشخاص المصابينبمشكلات طبية أساسية مثل ارتفاع ضغط الدم أو أمراض القلب أو داء السكري، بأمراض وخيمة. وقد توفى نحو 2% من الأشخاص الذين أُصيبوا بالمرض. وينبغي للأشخاص الذين يعانون من الحمى والسعال وصعوبة التنفس التماس الرعاية الطبية.
هل ينبغي مواصلة تنفيذ التدخلات الأساسية لمكافحة نواقل الملاريا نظراً لسرعة انتشار مرض كوفيد-19 على الصعيد العالمي؟,أُبلغ في الأيام الأخيرة عن وقف حملات توزيع الناموسيات المعالجة بمبيدات الحشرات والرش الثمالي داخل المباني في عدة بلدان أفريقية بسبب القلق من مخاطر التعرض لعدوى كوفيد-19. وسيجعل وقف هذه الحملات عدة فئات سكانية ضعيفة أكثر عرضة لخطر الإصابة بالملاريا، ولا سيما صغار الأطفال والنساء الحوامل. وتشجع المنظمة بشدة البلدان على عدم وقف تخطيط أو تنفيذ أنشطة مكافحة النواقل، بما فيها حملات توزيع الناموسيات المعالجة بمبيدات الحشرات والرش الثمالي داخل المباني، على نحو يضمن توفير هذه الخدمات باتباع أفضل الممارسات لحماية العاملين الصحيين والمجتمعات المحلية من عدوى كوفيد-19 في الوقت نفسه. وقد يكون من الضروري تعديل استراتيجيات التوزيع المقررة لتقليل التعرض للعدوى بفيروس كورونا إلى أدنى حد. وقد أتاح التحالف للوقاية من الملاريا إرشادات قيّمة للبرامج الوطنية لمكافحة الملاريا بشأن توزيع الناموسيات المعالجة بمبيدات الحشرات في سياق الاستجابة لجائحة كوفيد-19، وتتسق هذه التوصيات مع الإرشادات العالمية الصادرة عن المنظمة. وفيما يتصل بحملات الرش الثمالي داخل المباني، تدعم المنظمة الإرشادات التي أعدتها مبادرة رئيس الولايات المتحدة لمكافحة الملاريا في سياق جائحة كوفيد-19. وتوصي الإرشادات الأفرقة المعنية بإجراء الرش الثمالي داخل المباني باتخاذ عدة إجراءات منها ما يلي: زيادة عدد مراكز غسل اليدين والصابون في جميع  مواقع العمليات؛ وتعزيز إجراء الفحوص الصحية الصباحية لجميع أعضاء الأفرقة بإضافة فحص درجة حرارة الجسم حيثما أمكن؛ وارتداء كمامات من فئة N-95 ومعدات للوقاية الشخصية قبل دخول مواقع العمليات؛ والمواظبة على مسح أي أسطح تلمسها الأيدي (مقابض الأبواب ودرابزين السيارات وغير ذلك). وإضافة إلى التوصيات المشار إليها أعلاه، ينبغي إتاحة التدابير الوقائية الأساسية التي توصي بها المنظمة لعامة السكان.,https://www.who.int/ar/news-room/q-a-detail/malaria-and-the-covid-19-pandemic,arabic,WHO,Malaria and the COVID-19 pandemic,"لا يوجد حالياً أي اختلاف معروف بين المظاهر السريرية لمرض كوفيد-19 أو خطر الإصابة بمرض وخيم أو تعرض الجنين للخطر لدى النساء الحوامل وغير الحوامل أو البالغات في سن الإنجاب. وينبغي أن تحصل النساء الحوامل أو اللاتي كن حوامل مؤخراً،  المشتبه في إصابتهن بمرض كوفيد-19 أو تأكدت إصابتهن به، على خدمات الدعم والتدبير العلاجي، مع مراعاة التغيرات المناعية والفسيولوجية أثناء الحمل وبعده التي قد تتداخل مع أعراض مرض كوفيد-19. ورغم البيانات المحدودة إلا أنه ينبغي إيلاء عناية خاصة للحوامل اللاتي يعانين من أمراض متزامنة وتُحتمل إصابتهن بعدوى كوفيد-19، ما لم توفر قاعدة البيّنات المتاحة معلومات أوضح في هذا الصدد. ولم يبلَّغ عن أي حالات وفاة لدى النساء الحوامل حتى وقت نشر هذه المعلومات[17] غير أنه قد يتعين منح الأولوية لإجراء فحص الكشف عن مرض كوفيد-19 لدى الحوامل اللواتي تظهر عليهن الأعراض لتمكينهن من الحصول على الرعاية المتخصصة. كما ينبغي تزويد جميع النساء اللاتي كن حوامل مؤخراً المصابات بمرض كوفيد-19 أو المتعافيات منه بالمعلومات والمشورة بشأن تغذية الرضع المأمونة والتدابير الملائمة للوقاية من العدوى ومكافحتها بغرض الوقاية من انتقال عدوى الفيروس المسبب لكوفيد-19.[18] وفي حال تأكيد الإصابة بالمرض أو أثناء تحريها، يكون التدبير العلاجي مماثلاً للتدبير العلاجي المتاح للنساء غير الحوامل باتخاذ تدابير العزل المناسبة. ويجب إبلاغ مرافق التوليد وتهيئتها، علماً بأنه ينبغي اعتبار أي مولود تؤكد إصابة أمه بمرض كوفيد-19 ""موضع تحرٍ"" وعزله وفقاً للإرشادات بشأن الوقاية من العدوى ومكافحتها. وفي الوقت الحالي، ليس من المعلوم ما إذا كان المواليد المصابون بمرض كوفيد-19 أكثر عرضةً للإصابة بمضاعفات وخيمة."
هل ينبغي مواصلة توفير العلاجات الوقائية التي توصي بها المنظمة في أفريقيا جنوب الصحراء الكبرى؟,نعم ينبغي مواصلة توفير العلاج الوقائي المتقطع للنساء الحوامل والعلاج الكيميائي الوقائي الموسمي ضد الملاريا والعلاج الوقائي المتقطع للرضع، شريطة اتباع أفضل الممارسات لحماية العاملين الصحيين وغيرهم من العاملين في الخطوط الأمامية للاستجابة لجائحة كوفيد-19. ويسهم ضمان إتاحة هذه الأدوات وغيرها من الأدوات الأساسية للوقاية من الملاريا في إنقاذ الأرواح ويعتبر استراتيجية مهمة لتخفيف الضغط على النُظم الصحية في إطار جهود الاستجابة.وتصف إرشادات جديدة صادرة عن المنظمة الحقوق والأدوار والمسؤوليات الخاصة بالعاملين الصحيين في سياق جائحة كوفيد-19. كما أعدت المنظمة إرشادات للبلدان من أجل مواصلة الخدمات الصحية الأساسية على نحو مأمون أثناء الجائحة.,https://www.who.int/ar/news-room/q-a-detail/malaria-and-the-covid-19-pandemic,arabic,WHO,Malaria and the COVID-19 pandemic,تمثل الأدوية المضادة للفيروسات القهقرية علاجاً ناجعاً مُحتملاً جداً للمصابين بعدوى فيروس العوز المناعي البشري. ويجري حاليا تحري إمكانية استخدام الدواء المركب لوبينافير/ريتونافير المضاد للفيروسات القهقرية كعلاج محتمل لمرض كوفيد-19. وفي حال استخدام هذه الأدوية لعلاج مرض كوفيد-19، ينبغي وضع خطة تضمن وجود إمدادات كافية ومستمرة لتلبية احتياجات جميع المصابين بفيروس العوز المناعي البشري الذين يستخدمون أصلاً الدواء المركب لوبينافير/ريتونافير والأشخاص الذين سيحتاجون إلى بدء العلاج. ومع ذلك، هناك نسبة صغيرة نسبياً من الأشخاص الذين يتبعون علاجاً يشمل الدواء المركب نظراً إلى استخدامه كعلاج من الخط الثاني وفقاً للمبادئ التوجيهية للمنظمة بشأن علاج العدوى بفيروس العوز المناعي البشري. ويجب على أي بلد يسمح باستخدام الأدوية المضادة لفيروس العوز المناعي البشري لعلاج مرض كوفيد-19 أن يضمن توفير إمدادات كافية ومستدامة.
هل هناك أي تعديلات على إرشادات المنظمة بشأن تشخيص الملاريا وعلاجها؟,ليست هناك أي تعديلات على إرشادات المنظمة. فالتشخيص المبكر والعلاج أمران حاسمان للوقاية من تطوّر حالات الإصابة بالملاريا الخفيفية إلى الحالات الوخيمة أو الوفاة. ولا ينبغي للبلدان أن تقلل جهودها الرامية إلى الكشف عن الملاريا وعلاجها لأن من شأن ذلك أن يقوّض بشكل خطير صحة ورفاهية ملايين الأشخاص المصابين بالعدوى بمرض يُحتمل أن يهدد أرواحهم.,https://www.who.int/ar/news-room/q-a-detail/malaria-and-the-covid-19-pandemic,arabic,WHO,Malaria and the COVID-19 pandemic,لا. توصي إرشادات المنظمة الحالية المتعلقة بالعاملين في مجال الرعاية الصحية الذين يقدمون الرعاية إلى المرضى الذين يُشتبه في إصابتهم بمرض تنفسي حاد ناجم عن فيروس كورونا المستجد (2019-nCoV) أو الذين تأكّدت إصابتهم به بتطبيق احتياطات الوقاية منالعدوى المنقولة بالملامسة والقطيرات، فضلا عن الاحتياطات النموذجية التي ينبغي لجميع العاملين في مجال الرعاية الصحية الالتزام بها دوما مع جميع المرضى. وفيما يخص معدات الوقاية الشخصية، تشمل احتياطات الوقاية من العدوى المنقولة بالملامسة والقطيراتارتداء قفازات وحيدة الاستعمال لحماية اليدين، ولباس نظيف غير معقم طويل الأكمام لمنع تلوث الملابس، وأقنعة طبية لحماية الأنف والفم، وواق للعينين (مثل النظارات الواقية وواقي الوجه) قبل الدخول إلى الغرفة حيث يوجد المرضى الذين يُشتبه في إصابتهمبمرض تنفسي حاد ناجم عن فيروس كورونا المستجد (2019-nCoV) أو الذين تأكّدت إصابتهم به. وعلى سبيل المثال، فإن استعمال أجهزة التنفس (مثل جهاز N95)  ضروري عند تنفيذ الإجراءات المولّدة للضبوب فقط. ولمزيد من المعلومات عن معدات الوقاية الشخصيةالخاصة بالعاملين في مجال الرعاية الصحية الذين يقدمون الرعاية إلى المرضى الذين يُشتبه في إصابتهم بفيروس كورونا المستجد (2019-nCoV) أو الذين تأكّدت إصابتهم به، يرجى النقر على الرابط التالي (بالإنكليزية): https://www.who.int/publications-detail/infection-prevention-and-control-during-health-care-when-novel-coronavirus-(ncov)-infection-is-suspected-20200125.
ما هي التدابير الخاصة الإضافية التي قد يكون من الضروري اتخاذها في سياق جائحة كوفيد-19؟,إضافة إلى النُهج الروتينية لمكافحة الملاريا، قد يكون من الضروري اتخاذ تدابير خاصة في سياق جائحة كوفيد-19 مثل تدابير العودة المؤقتة إلى استخدام علاج الحالات المفترضة للإصابة بالملاريا أو التوزيع الواسع النطاق للأدوية التي أثبتت فائدتها في بعض حالات الطوارئ السابقة. ويشير علاج الحالات المفترضة للإصابة بالملاريا إلى علاج حالات الإصابة بالملاريا المشتبه فيها دون تأكيدها التشخيصي (عن طريق اختبار تشخيصي سريع مثلاً). ويقتصر استخدام هذا النهج عادة على الظروف القصوى مثل ظهور المرض في سياقات لم يعد يتوافر فيها التشخيص السريع.  أما توزيع الأدوية على نطاق واسع فهو نهج توصي المنظمة باتباعه للحد من معدلات الوفيات والمراضة الناجمة عن الملاريا بسرعة أثناء الأوبئة وفي سياقات الطوارئ المعقدة. وتوزَّع الأدوية المضادة للملاريا بفضل هذا النهج على جميع أفراد فئة سكانية مستهدفة على فترات متكررة عادةً، بصرف النظر عن ظهور أعراض المرض أو عدم ظهورها عليهم.  ولا ينبغي اعتماد مثل هذه التدابير الخاصة إلا بعد النظر بعناية في هدفين رئيسيين هما: تخفيض معدلات الوفيات المرتبطة بالملاريا والحفاظ على سلامة العاملين الصحيين. وتستكشف المنظمة اقتراحات ملموسة بشأن فترة تفعيل هذه التدابير وطريقة تفعيلها وستُنشر الإرشادات ذات الصلة في الوقت المناسب.,https://www.who.int/ar/news-room/q-a-detail/malaria-and-the-covid-19-pandemic,arabic,WHO,Malaria and the COVID-19 pandemic,أصدرت منظمة الصحة العالمية توصيات مفصلة عن مقدار النشاط البدني الذي يجب على الناس من جميع الفئات العمرية مزاولته ليعود بالنفع على صحتهم ورفاههم (انظر الموقع على الإنترنت)[1]. وفيما يلي المستويات الدنيا التي نوصي بها: الرضع الذين تقل أعمارهم عن سنة واحدة يحتاجون إلى الحركة البدنية عدة مرات في اليوم. الأطفال دون سن الخامسة ينبغي أن يمارس الأطفال دون سن الخامسة ما لا يقل عن 180 دقيقة من الأنشطة البدنية يوميا، فيما ينبغي أن يمارس الأطفال بين 3 و 4 أعوام ما لا يقل عن 60 دقيقة يوميا من النشاط البدني المعتدل إلى الشديد يومياً.الأطفال والمراهقون من 5 إلى 17 عاماينبغي أن يمارس جميع الأطفال والمراهقين ما لا يقل عن 60 دقيقة يوميًا من النشاط البدني المعتدل إلى الشديد، بما في ذلك الأنشطة التي تقوي العضلات والعظام ثلاث مرات على الأقل في الأسبوع. البالغون فوق سن 18 عاما ينبغي أن تمارس هذه الفئة العمرية ما لا يقل عن 150 دقيقة من النشاط البدني المعتدل على مدار الأسبوع، أو 75 دقيقة على الأقل من النشاط البدني الشديد على مدار الأسبوع،  بما في ذلك الأنشطة التي تساعد على تقوية العضلات لمدة يومين أو أكثر أسبوعيا.ينبغي أن يمارس المسنون قليلو الحركة النشاط البدني 3 مرات أسبوعيا أو أكثر للحفاظ على التوازن والوقاية من السقوط.وتظل ممارسة أي مستوى من النشاط البدني أفضل من عدمه.  فابدأ إذن بممارسة النشاط البدني لفترة قصيرة تزيدها من حيث المدة والشدة تدريجياً مع مرور الوقت. ومن الصعب علينا جميعا المحافظة على نشاطنا خلال جائحة كوفيد-19.  وبما أن فرص ممارسة النشاط البدني تبدو أكثر تقييدًا، فمن الضروري التخطيط يوميا لطرق تحافظ من خلالها على نشاطك وتقلل من الوقت الذي تقضيه جالسا لفترات طويلة. أي ببساطة، إنها فترة حاسمة  للتأكد من أننا جميعًا نكثر من الحركة ونقلل من الجلوس.   [1] https://www.who.int/dietphysicalactivity/factsheet_recommendations/ar/
ما هي دواعي قلق المنظمة بوجه خاص بشأن تفشي كوفيد-19 في المناطق الموبوءة بالملاريا؟,بيّنت الخبرة المكتسبة من فاشيات الأمراض السابقة ما لهذه الفاشيات من آثار مدمرة على توفير الخدمات الصحية وعواقبها الوخيمة على أمراض مثل الملاريا. وعلى سبيل المثال، قوّضت فاشية الإيبولا في الفترة 2014-2016 في غينيا وليبريا وسيراليون جهود مكافحة الملاريا وأدت إلى زيادة هائلة في عدد حالات الإصابة بالملاريا والوفاة الناجمة عنها في هذه البلدان الثلاثة. وفي الأسابيع الأخيرة، شكّلت جائحة كوفيد-19 امتحاناً عسيراً لقدرة النُظم الصحية المتينة على الصمود في جميع أنحاء العالم. واعترافاً بالخسائر الفادحة التي تلحقها الملاريا بالسكان الضعفاء في البلدان ذات النظم الصحية الهشة، تشدد المنظمة على الأهمية الحاسمة لاستمرار الجهود المبذولة للوقاية من الملاريا والكشف عنها وعلاجها. وينبغي استخدام التدابير الوقائية في جميع الأقاليم لتقليل خطر انتقال عدوى كوفيد-19 إلى أدنى حد بين المرضى والمجتمعات المحلية ومقدمي الخدمات الصحية. وقد أعدت المنظمة إرشادات مفصلة للعاملين الصحيين في سياق الاستجابة لفاشية كوفيد-19 وإرشادات تشغيلية لمواصلة توفير الخدمات الصحية الأساسية على نحو مأمون.,https://www.who.int/ar/news-room/q-a-detail/malaria-and-the-covid-19-pandemic,arabic,WHO,Malaria and the COVID-19 pandemic,النشاط البدني المنتظم مفيد للجسم والعقل على حد السواء. فمن شأنه خفض ضغط الدم المرتفع والمساعدة على التحكم في الوزن وتقليل خطر الإصابة بأمراض القلب والسكتة الدماغية والسكري من النمط الثاني وأنواع مختلفة من مرض السرطان. كما أنه يساعد على تقوية العظام والعضلات ويزيد من التوازن والمرونة واللياقة البدنية. وأما بالنسبة إلى الأشخاص المسنين، فتساعد الأنشطة البدنية على تحسين التوازن والحد من مخاطر السقوط والإصابات. وبالنسبة إلى الأطفال، يساعد النشاط البدني المنتظم على ضمان النماء والنمو الصحي ويقلل من خطر الإصابة بالأمراض في مرحلة متقدمة من العمر، كما يمكّن الأطفال من تطوير المهارات الحركية الأساسية وبناء العلاقات الاجتماعية.وللنشاط البدني المنتظم أيضا دور في تقوية الصحة العقلية ويمكن أن يقلل من مخاطر الإصابة بالاكتئاب والتدهور المعرفي ويؤخر ظهور الخرف - ويضفي شعورا عاما بالرفاهية.
ما هي الاعتبارات الرئيسية الخاصة بالبلدان التي تعمل من أجل القضاء على الملاريا أو الوقاية من معاودة انتقال المرض؟,تنطبق جميع الاعتبارات المذكورة أعلاه على البلدان التي تعمل على القضاء على الملاريا والبلدان التي تقي من معاودة ظهور المرض. فيجب استمرار الجهود المبذولة للوقاية من حالات الإصابة بالملاريا والكشف عنها وعلاجها مع العمل في الوقت ذاته على الوقاية من تفشي كوفيد-19 وضمان سلامة مقدمي الخدمات. ويجب على البلدان التي تقترب من هدف القضاء على الملاريا أن تحمي مكاسبها المهمة المحققة وتتجنب معاودة ظهور الملاريا. أما البلدان التي قضت على الملاريا بالفعل، فيجب أن تظل على حذر من احتمال ظهور أي حالات ملاريا وافدة للوقاية من معاودة ظهور المرض.,https://www.who.int/ar/news-room/q-a-detail/malaria-and-the-covid-19-pandemic,arabic,WHO,Malaria and the COVID-19 pandemic,تعمل المنظمة على نطاق مستوياتها الثلاثة (القطري والإقليمي وفي المقر الرئيسي) لضمان أن أي نصائح تستهدف الوقاية من انتشار فيروس كورونا وتوجيه التدبير العلاجي لمرض كوفيد-19 تتواءم مع السياقات الموبوءة بالملاريا. وقد حددت المنظمة أيضاً، بالتعاون مع شركائها، مجموعة من الإجراءات المترابطة الضرورية لتخفيف وطأة كوفيد-19 في البلدان الأكثر تضرراً من الملاريا. ودعت المنظمة شركاءها مؤخراً إلى بحث مجالات التعاون والتنسيق بهدف تحقيق ما يلي: إعداد معلومات دقيقة واستخدامها ونشرها؛تخفيف مخاطر تعطّل النُظم الصحية؛ضمان استمرار الخدمات الروتينية الخاصة بالملاريا مع إتاحة تدابير خاصة إضافية في بعض السياقات. والمنظمة على استعداد للعمل مع البلدان وسائر الجهات صاحبة المصلحة من أجل تخفيف الأثر السلبي لفيروس كورونا على جهود الاستجابة للملاريا المبذولة في العالم والمساهمة في إنجاح الاستجابة لفاشية كوفيد-19، حيثما أمكن.
ما هي الأعمال التي تضطلع بها المنظمة لدعم البلدان الموبوءة بالملاريا في سياق جائحة كوفيد-19؟,تعمل المنظمة على نطاق مستوياتها الثلاثة (القطري والإقليمي وفي المقر الرئيسي) لضمان أن أي نصائح تستهدف الوقاية من انتشار فيروس كورونا وتوجيه التدبير العلاجي لمرض كوفيد-19 تتواءم مع السياقات الموبوءة بالملاريا. وقد حددت المنظمة أيضاً، بالتعاون مع شركائها، مجموعة من الإجراءات المترابطة الضرورية لتخفيف وطأة كوفيد-19 في البلدان الأكثر تضرراً من الملاريا. ودعت المنظمة شركاءها مؤخراً إلى بحث مجالات التعاون والتنسيق بهدف تحقيق ما يلي: إعداد معلومات دقيقة واستخدامها ونشرها؛تخفيف مخاطر تعطّل النُظم الصحية؛ضمان استمرار الخدمات الروتينية الخاصة بالملاريا مع إتاحة تدابير خاصة إضافية في بعض السياقات. والمنظمة على استعداد للعمل مع البلدان وسائر الجهات صاحبة المصلحة من أجل تخفيف الأثر السلبي لفيروس كورونا على جهود الاستجابة للملاريا المبذولة في العالم والمساهمة في إنجاح الاستجابة لفاشية كوفيد-19، حيثما أمكن.,https://www.who.int/ar/news-room/q-a-detail/malaria-and-the-covid-19-pandemic,arabic,WHO,Malaria and the COVID-19 pandemic,إذا كنت تشعرين بتوعك شديد يمنعك من إرضاع طفلك مباشرة سواء بسبب مرض كوفيد-19 أو غيره من المضاعفات، فينبغي أن تلتمسي الدعم لتوفير حليبك لطفلك على  نحو مأمون وبطريقة مناسبة ومتاحة ومقبولة لك. ويمكن أن يشمل ذلك ما يلي:استخراج الحليب من الثدي؛استدرار الحليب بعد انقطاعه؛الحصول على حليب أم متبرعة.
هل تعطّل الإمداد بالسلع الأساسية الرئيسية المرتبطة بالملاريا على الصعيد العالمي نتيجة لجائحة كوفيد-19؟,نعم. لقد بُلّغ في الأيام الأخيرة عن تعطّل سلاسل الإمداد بالسلع الأساسية المرتبطة بالملاريا مثل الناموسيات المعالجة بمبيدات الحشرات الطويلة المفعول والاختبارات التشخيصية السريعة والأدوية المضادة للملاريا من جراء تدابير العزل ووقف استيراد السلع وتصديرها استجابةً لمرض كوفيد-19. ومن الضروري تنسيق العمل لضمان توافر الأدوات الرئيسية لمكافحة الملاريا، ولا سيما في البلدان ذات عبء المرض الثقيل، وعدم تعرّض إتاحة خدمات الوقاية من الملاريا وتشخيصها وعلاجها للخطر نتيجة للجهود الرامية إلى الحد من تفشي كوفيد-19.,https://www.who.int/ar/news-room/q-a-detail/malaria-and-the-covid-19-pandemic,arabic,WHO,Malaria and the COVID-19 pandemic,من المقرر إجراء عدة تجارب عشوائية لتقييم مأمونية ونجاعة الأدوية المضادة للفيروسات القهقرية، ولا سيما الدواء المركب لوبينافير/ريتونافير، من أجل علاج مرض كوفيد-19 باستخدام هذه الأدوية بالاقتران مع أدوية أخرى. ويتوقع الإعلان عن النتائج اعتباراً من منتصف عام 2020.
ما هو موقف المنظمة بشأن استخدام دواءي كلوروكين وهيدروكسي كلوروكوين في سياق الاستجابة لجائحة كوفيد-19؟,"تتابع المنظمة بهمة التجارب السريرية التي تُجرى حالياً استجابةً لجائحة كوفيد-19، بما في ذلك الدراسات عن استخدام دواءي كلوروكين وهيدروكسي كلوروكين المشتق منه لأغراض العلاج و/ أو الوقاية. ولا تتوافر في الوقت الحالي بيانات كافية لتقييم نجاعة هذين الدواءين في علاج الأشخاص المصابين بمرض كوفيد-19 أو في الوقاية من الإصابة بعدوى فيروس كورونا. وتوصي المنظمة حالياً باستخدام دواء كلوروكين لعلاج الملاريا التي تسببها المتصوّرة النشطة. وفي سياق الاستجابة لجائحة كوفيد-19، فإن البرنامج قيد النظر حالياً للعلاج بعقاري كلوروكين وهيدروكسي كلوروكين وتحديد جرعاتهما لا يمسّ المخزون المتاح لعلاج المصابين بالملاريا. وقد يسفر تناول جرعات كبيرة من هذين الدواءين عن حصائل صحية ضارة أو ضارة بشكل خطير. وتعتمد المنظمة في حالات طوارئ الصحة العمومية على عملية منهجية وشفافة للبحث والتطوير، ولا سيما لإجراء التجارب السريرية المتعلقة بالأدوية. ويهدف ""مخطط المنظمة الأولي للبحث والتطوير"" في سياق فاشية كوفيد-19، المستهل في 7 كانون الثاني/ يناير 2020، إلى تسريع وتيرة التوصل إلى فحوص ولقاحات وأدوية ناجعة يمكن استخدامها لإنقاذ الأرواح وتجنب الأزمات الواسعة النطاق. وقد صممت المنظمة أيضاً مجموعة من الإجراءات لتقييم أداء التكنولوجيات الطبية وجودتها ومأمونيتها خلال حالات الطوارئ.",https://www.who.int/ar/news-room/q-a-detail/malaria-and-the-covid-19-pandemic,arabic,WHO,Malaria and the COVID-19 pandemic,هل ينبغي أن أضع كمامة لحماية نفسي؟ لا تضع كمامة إلا إذا ظهرت عليك أعراض مرض كوفيد-19 (خاصة السعال) أو إذا كنت تقدم الرعاية لشخص يُحتمل أنه مصاب بهذا الـمرض. ولا يمكنك استعمال الكمامة وحيدة الاستعمال إلا مرة واحدة. أما إذا لم تكن مريضا أو إذا قائما على رعاية شخص مريض، فستكون قد أهدرت كمامة دون داع. ونظرا للنقص في إمدادات الكمامات على الصعيد العالمي، فإن المنظمة تحث الناس على التحلي بالحكمة في استخدامها. وتنصح المنظمة باستخدام الكمامات استخداما رشيدا لتفادي إهدار الموارد الثمينة دون داع وإساءة استخدامها (انظر الإرشادات بشأن استخدام الكمامات). وتتمثل السبل الأكثر فعّالية لحماية نفسك والآخرين من مرض كوفيد-19 في تنظيف يديك بشكل متكرر وتغطية الفم عند السعال بثني المرفق أو بمنديل ورقي، وترك مسافة لا تقل عن متر واحد (3 أقدام) عن الأشخاص الذين يسعلون أو يعطسون. ولمزيد من المعلومات، انظر تدابير الحماية الأساسية من فيروس كورونا المستجد. وتنصح المنظمة بالاستخدام الرشيد للكمامات الطبية لتلافي إهدار الموارد الثمينة وإساءة استخدام الأقنعة (انظر النصائح الخاصة باستخدام الكمامات). لا تستخدم الكمامة إلا إذا كنت مصاباً بأعراض تنفسية (السعال والعطس)، أو يُشتبه بإصابتك بعدوى مرض كوفيد-19 المصحوبةبأعراض خفيفة، أو كنت تقدم الرعاية إلى شخص يشتبه بإصابته بهذه العدوى. وترتبط العدوى المشتبه فيها بمرض كوفيد-19 بالسفر إلى المناطق التي أبلغت عن وجود حالات، أو بالمخالطة الوثيقة لشخص سافر إلى تلك المناطق وأُصيب بالمرض. وتتمثل السبل الأكثر فعّالية لحماية نفسك والآخرين من مرض كوفيد-19 في المواظبة على تنظيف اليدين، وتغطية الفم عند السعال بثني المرفق أو بمنديل ورقي، والابتعاد مسافة لا تقل عن متر واحد (3 أقدام) عن الأشخاص الذين يسعلون أو يعطسون. انظر تدابير الحماية للاطلاع على المزيد من المعلومات.
